order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD016102,ID2312383364,2019-12-07,Bakers,"[('Toshika 750', 2), ('Alcon 10', 1), ('pearTV', 1), ('Universe Note', 2)]",30800,94.85,-37.8086738,145.0074977,0,30894.85,Summer,True,1.0887,would buy again! this phone is great. takes really nice pictures. battery life is good - 2+ days if i shut it off at night. no bad things to say. upgraded from a droid razr.,True
ORD491564,ID0579968879,2019-07-10,Thompson,"[('Universe Note', 1), ('pearTV', 2), ('Toshika 750', 2)]",24710,45.43,-37.8118576,144.9458988,5,23519.93,Winter,False,0.1372,international phone! we received an international phone that is incompatible with verizon. the phone will be returned.,False
ORD214821,ID6167344367,2019-12-19,Nickolson,"[('iAssist Line', 2), ('Toshika 750', 1)]",8770,90.85,-37.81470570000001,144.96882069999995,0,8860.85,Summer,True,0.4377,"four stars works good like the wireless charging, loses battery charge faster then i like",True
ORD242563,ID0041666052,2019-02-21,Thompson,"[('Thunder line', 1), ('iStream', 1), ('Candle Inferno', 1), ('Toshika 750', 1)]",7080,62.52,-37.8144221,144.9338083,0,7142.52,Summer,False,1.1823,"4 g doesnt work 4g doesnt work, despite the bands are ok. operator says that its blocked for my region. the description should say that its only for a limited region...",False
ORD184200,ID0367849056,2019-05-31,Nickolson,"[('Thunder line', 2), ('iStream', 1), ('iAssist Line', 1), ('Lucent 330S', 2)]",9195,68.21,-37.8021655,144.9645182,10,8343.71,Autumn,True,1.8817,"telephone function is miserable telephone hone quality is miserable. many failed calls, garbled reception and poor volume. no problem switching back to my old olivia note 3. digico switched first phone with another new one - no improvement. asus admitted unit ""meets factory specs."" suggested return for credit.",False
ORD066178,ID1463620868,2019-04-17,Bakers,"[('Toshika 750', 2), ('Alcon 10', 1), ('Olivia x460', 2)]",20040,65.23,-37.81609470000001,145.0013127,5,19103.23,Autumn,False,0.8642,great with one exception i've been using it for several months and i like it with one exception. there is no magnetic sensor so you can use a compass app.,True
ORD089831,ID0844501115,2019-12-05,Thompson,"[('pearTV', 1), ('Thunder line', 2), ('Candle Inferno', 2)]",11530,144.45,-37.8215945,144.94565730000005,0,11674.45,Summer,True,1.0008,good works great,True
ORD336722,ID0387921006,2019-12-22,Nickolson,"[('Olivia x460', 2), ('Thunder line', 1)]",4630,90.9,-37.82059520000001,144.9635094,5,4489.4,Summer,True,0.576,easy to set up and use. too bad it has to be plugged in. would be nice to take it outside and operate on battery and recharged.,True
ORD097972,ID4271393506,2019-06-02,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1), ('Alcon 10', 1)]",13630,51.43,-37.8149911,144.9593497,15,11636.93,Winter,False,0.9827,worst product i ever ordered don’t hear to clear on this device,False
ORD179830,ID0250933585,2019-10-07,Bakers,"[('iAssist Line', 2), ('iStream', 1), ('pearTV', 1)]",10910,79.36,-37.8205453,145.0035224,15,9352.86,Spring,False,1.3822,seriedad en perfectas condiciones llegó!!,True
ORD411341,ID1463620719,2019-01-07,Bakers,"[('iStream', 2), ('Olivia x460', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",3615,97.15,-37.8173465,145.00549730000003,0,3712.15,Summer,True,1.2184,"excelent! everything was ok, the product covered my expectations and the seller as well. excelent!",True
ORD064634,ID0030946626,2019-07-18,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1), ('Lucent 330S', 1), ('pearTV', 2)]",23660,65.61,-37.8045551,144.9717143,5,22542.61,Winter,True,1.5744,one star terrible quality. in 4 months the cellphone it's not charging anymore.,False
ORD039060,ID3775020764,2019-07-16,Bakers,"[('iStream', 1), ('Candle Inferno', 2), ('Alcon 10', 1)]",9960,63.65,-37.8076501,144.9836197,0,10023.65,Winter,True,1.0541,force update when turned it on for the first time. have to wait for an hour with nothing to do on the tablet. really bad user experience.,False
ORD387650,ID3215106501,2019-12-20,Thompson,"[('iStream', 2), ('Lucent 330S', 2), ('Universe Note', 1), ('Thunder line', 2)]",10570,57.2,-37.8080044,144.9541174,0,10627.2,Summer,False,0.8089,"smartphone delivery the smartphone seems to be ok but no signature required at the delivery, quite expensive parcel was just dropped in front of the door. the ""original"" box was already open and dirty like a second hand phone, there was no invoice and promissed 1-year us warranty list.",False
ORD275459,ID6167247328,2019-10-19,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 1), ('Candle Inferno', 1)]",13700,100.42,-37.8162701,144.9642341,10,12430.42,Spring,True,0.5344,nice phone my wife like it better than her old olivia s6. i will buy again,True
ORD093235,ID5299391822,2019-01-26,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Lucent 330S', 1), ('Candle Inferno', 2)]",15180,94.28,-37.8114219,144.9366916,0,15274.28,Summer,True,0.9232,"wonderful phone. the display is beautiful, it doesn't lag with games and the battery life is great. this can't be beat for $200. nothing in this price range can compare.",True
ORD094504,ID2090114989,2019-09-19,Thompson,"[('Universe Note', 1), ('pearTV', 1), ('Olivia x460', 1), ('Alcon 10', 2)]",28885,91.93,-37.8207765,144.9206276,25,21755.68,Spring,False,2.494,started here with digico productsand i regret nothing is been absolutely great journey and my products continue to improve my day-to-day life,True
ORD322216,ID2705192017,2019-04-12,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Thunder line', 2), ('Toshika 750', 2)]",20330,71.475,-37.8213835,144.9694675,25,15318.975,Autumn,False,0.3105,"very disappointed this phone has been useless from the beginning . it over heats , the battery will not hold a charge. i wish i had of just returned the phone instead of thinking these things would maybe get better. stupid on my part. now stuck with a piece of junk. :(",False
ORD357716,ID4716795546,2019-10-31,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('iAssist Line', 1), ('Alcon 10', 2)]",22580,77.18,-37.8194003,144.95279019999995,5,21528.18,Spring,False,0.9022,five stars i like,True
ORD053783,ID0332797041,2019-07-01,Bakers,"[('pearTV', 1), ('Thunder line', 1)]",8490,62.25,-37.8085396,144.999884,15,7278.75,Winter,False,0.4401,"it's one of my favorite phones and i received it the next day it's one of my favorite phones and i received it the next day, i just wish it had the updates my broken one has :( however it came with only a few scratches and is working like new. :)",True
ORD295959,ID0060088786,2019-05-11,Bakers,"[('Olivia x460', 1), ('Thunder line', 2)]",5585,67.68,-37.8208441,144.98838600000005,5,5373.43,Autumn,False,1.3493,perfect but os..... i think lumia is overall a good phone. but just hard ware. almost perfect but os..... microsoft wp8 is bad. i can not find app like xueqiu,True
ORD049192,ID0277123996,2019-10-28,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('Universe Note', 1)]",11585,68.71,-37.8278943,144.9502257,5,11074.46,Spring,False,1.717,"if i could give this a zero star i would ... if i could give this a zero star i would. phone started out to where you could never get service, then it just quit working. the only way it would work was if you kept it on the charger. never again will i buy a used/refurbished phone. 250.00 down the drain of my son's hard earned money",False
ORD272518,ID0294624930,2019-06-11,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2)]",11090,63.17,-37.8190847,144.963387,5,10598.67,Winter,False,0.5448,five stars bought for wife she loves it,True
ORD072875,ID1560149520,2019-04-30,Thompson,"[('Olivia x460', 1), ('Thunder line', 1), ('Alcon 10', 1), ('Candle Inferno', 1)]",12785,65.3,-37.8162679,144.9372252,5,12211.05,Autumn,False,0.9537,just perfect!! arrived on time and is unlocked. just perfect!!! totally in love of my new phone.,True
ORD149401,ID4061053456,2019-03-28,Bakers,"[('Universe Note', 2), ('Thunder line', 2)]",11260,62.47,-37.8097839,144.9932567,5,10759.47,Autumn,False,0.1753,wife droped hers into a puddle . this is the exact samd my wife had . love this model for us the bakkery lasts a week!,True
ORD410264,ID2189269631,2019-07-20,Nickolson,"[('pearTV', 1), ('Alcon 10', 2)]",24210,49.53,-37.81995670000001,144.9614133,25,18207.03,Winter,False,0.7315,did not last long barely a month after getting phone it no longer works. recent software updates have made the phone unusable. makes me think there was underlying issues with phone itself.,False
ORD305784,ID4326586173,2019-07-09,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",9230,82.12,-37.800787,144.957445,10,8389.12,Winter,True,1.6073,four stars pretty good,True
ORD263962,ID0595868339,2019-03-15,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Olivia x460', 1)]",4825,78.94,-37.81194110000001,144.9693608,25,3697.69,Autumn,True,0.7409,i heart universe!!! i love my phone!! this phone is awesome and i can't wait to get the note 8 (soon as the price drops a little more),True
ORD474382,ID3215192005,2019-02-23,Thompson,"[('pearTV', 1), ('Lucent 330S', 2), ('Alcon 10', 1)]",17720,70.09,-37.8073732,144.9503176,25,13360.09,Summer,False,0.6555,great phone for the price purchased two for my husband and me to use with straight talk service. we have used lucentrola before and have been satisfied with the phones.,True
ORD097725,ID0575434454,2019-12-23,Bakers,"[('Toshika 750', 1), ('iStream', 1)]",4470,99.82,-37.8195001,144.98520349999995,0,4569.82,Summer,True,1.3773,i love the inferno....it works great and the navigation through the inferno is user friendly too. i think the 8 is the better buy for your money.,True
ORD440945,ID1594632455,2019-09-21,Nickolson,"[('Alcon 10', 1), ('pearTV', 2)]",21570,102.66,-37.8207154,144.97928259999995,10,19515.66,Spring,True,0.8877,four stars awesome! love it. great phone...great price,True
ORD247060,ID1458422290,2019-03-20,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Alcon 10', 2), ('Universe Note', 1)]",26260,69.59,-37.8188895,145.0081516,10,23703.59,Autumn,False,1.507,"4 star love these types of phones, arrived in good time. it was just hard to find one to buy and for an old type of phone it was pricey.",True
ORD482567,ID2672310978,2019-08-12,Bakers,"[('Lucent 330S', 2), ('Thunder line', 1), ('iStream', 2), ('pearTV', 1)]",11250,78.57,-37.8026079,144.98771269999997,10,10203.57,Winter,True,1.0553,we got this as a wedding gift and haven’t discovered all of its features yet. will update. playing music is great though!,True
ORD149654,ID1492169257,2019-12-20,Thompson,"[('Thunder line', 2), ('pearTV', 1)]",10670,84.74,-37.80044820000001,144.9639417,0,10754.74,Summer,False,2.0135,great phone i bought this phone for my teenage son after he had dropped his old phone and cracked the screen (it was not a olivia). he is very happy with this one.,True
ORD035608,ID0581752810,2019-10-25,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1), ('Alcon 10', 1), ('iStream', 2)]",11860,92.7,-37.80379600000001,144.9181405,10,10766.7,Spring,False,2.7294,perfecto me encantó,True
ORD166522,ID0267350505,2019-01-14,Nickolson,"[('Universe Note', 1), ('iStream', 2), ('Olivia x460', 1)]",4975,71.92,-37.824333,144.9754746,5,4798.17,Summer,False,0.8242,"five stars great phone, seller was awesome and sent me a new charging cable. been very happy with the phone!",True
ORD240510,ID2277912698,2019-07-12,Thompson,"[('Lucent 330S', 1), ('iStream', 1)]",1380,52.89,-37.8230778,144.9378628,15,1225.89,Winter,False,1.4131,one star the cell phone came with the battery cover broken and the battery is damaged,False
ORD036637,ID6131957206,2019-11-25,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Toshika 750', 2)]",13325,81.48,-37.825737200000006,144.98201830000005,0,13406.48,Spring,False,1.3542,"good product, but the screen is easy to break even with a cover good product, but the screen is easy to break even with a cover",True
ORD443977,ID3222703103,2019-05-25,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 2), ('Toshika 750', 2)]",15550,79.55,-37.8028864,144.9508198,15,13297.05,Autumn,True,1.1383,five stars great phone..defiently worth getting,True
ORD397116,ID3158860633,2019-01-11,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('pearTV', 1), ('Toshika 750', 1)]",32980,91.33,-37.8138875,144.95534650000005,25,24826.33,Summer,True,0.7404,five stars came on time and works great!! thank you,True
ORD406794,ID0305913660,2019-04-15,Bakers,"[('iAssist Line', 1), ('Thunder line', 2), ('Olivia x460', 2), ('pearTV', 2)]",21655,63.5,-37.8011831,144.99970259999995,15,18470.25,Autumn,True,1.0569,i highly recommend that no one gets this product and it should ... it’s a scam!! the screen doesn’t respond properly so and the battery dies within one hour. i highly recommend that no one gets this product and it should be taken off digico immediately. i don’t want everyone to make the same mistake i did by buying this horrible product.,False
ORD107333,ID1982309207,2019-10-10,Bakers,"[('Alcon 10', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",21350,78.81,-37.8009954,144.99127190000004,0,21428.81,Spring,False,1.0607,three stars the phone is pretty cool but the battery runs down fast,True
ORD263329,ID2189398745,2019-09-07,Nickolson,"[('iAssist Line', 2), ('Universe Note', 2)]",11350,79.07,-37.8095988,144.97555580000005,5,10861.57,Spring,False,1.1321,five stars very happy,True
ORD063627,ID3215192039,2019-01-17,Thompson,"[('iStream', 1), ('Thunder line', 1), ('Olivia x460', 2)]",4780,90.38,-37.8082365,144.9473397,0,4870.38,Summer,True,0.4945,"very satisfied, all ok serious seller, the goods arrived earlier than expected, very satisfied, all ok!",True
ORD222139,ID4893629012,2019-08-06,Thompson,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540,80.95,-37.8113309,144.9294072,5,25293.95,Winter,True,1.5604,love my note8 nice phone,True
ORD469424,ID1449431609,2019-03-11,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 2)]",11090,65.61,-37.8132915,144.97355919999995,25,8383.11,Autumn,False,0.6876,"ease of use. i like this phone. i charge the battery with the power off & seems to take a better charge. i use it mostly for calls, text. and camera which is simple to set up. i may turn off google because dont seem to need it. i am glad i bought it!",True
ORD021513,ID2190561008,2019-12-08,Nickolson,"[('Thunder line', 1), ('Olivia x460', 2), ('Alcon 10', 2)]",22530,73.13,-37.8142509,144.96325180000005,5,21476.63,Summer,False,0.7353,"great item perfect condition, came with a charger, had a verizon sim card in it, and put my straight talk sim card in with no problem, my number was transferred and my phone is available to use.",True
ORD181255,ID6167266624,2019-11-05,Nickolson,"[('iAssist Line', 2), ('iStream', 2)]",4750,61.88,-37.80962279999999,144.9636872,0,4811.88,Spring,False,1.124,"do not get this phone wet! this phone started out well, good speed and features. having it in a pouch on my belt it was ruined by slight moisture from sweat or light rain. over one year old and no warranty. at that point it was junk. my wife has one and it is starting to have problems at two years old. i do not reccomend this phone.",False
ORD478940,ID4327696183,2019-05-16,Bakers,"[('iStream', 2), ('Candle Inferno', 2), ('pearTV', 2)]",13780,68.12,-37.824267600000006,144.99147580000005,5,13159.12,Autumn,False,1.6226,"good phone, but very disappointed with the onscreen fingerprint reader really love the phone. does everything i need, with good battery life. but very disappointed with the fingerprint scanner, still unreliable after the recent update. i wish they would have stuck with the ir scanners.",True
ORD169582,ID0578067623,2019-04-13,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1)]",4750,64.9,-37.8234168,144.9416978,15,4102.4,Autumn,False,1.2858,great price awesome,True
ORD134637,ID2992212845,2019-04-19,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 1)]",3410,48.01,-37.8230011,144.9708771,25,2605.51,Autumn,False,0.5041,very disappointing phone never came on,False
ORD119607,ID2948774582,2019-10-30,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Universe Note', 2), ('Alcon 10', 2)]",29680,89.68,-37.8104242,144.972604,25,22349.68,Spring,True,0.9483,read the description carefully no bluetooth! no bluetooth. yep. i'm not supposed to be surprised--after all you get what you pay blah blah. drat! a phone without bluetooth????? doh.,False
ORD416261,ID0377544273,2019-10-17,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 2), ('pearTV', 1), ('Toshika 750', 1)]",12715,72.27,-37.814846,144.94589030000003,0,12787.27,Spring,False,0.2631,i use it all the time. works great. camera is my favorite.,True
ORD183819,ID1288940368,2019-08-09,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 1)]",2890,64.32,-37.8189478,144.95204619999996,25,2231.82,Winter,False,0.8243,"great phone i like everything about this product,have all i was looking for in a phone.",True
ORD164680,ID0248746948,2019-01-13,Bakers,"[('Toshika 750', 1), ('Olivia x460', 2), ('Alcon 10', 1)]",15720,99.29,-37.8225448,144.99168600000004,25,11889.29,Summer,True,1.4313,"totally worth the money love this phone! it was brand new, came in the original unopened packaging, with all the extras. it has been working great with amazing battery life and speed. love it!!",True
ORD399734,ID0054560511,2019-09-15,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('Lucent 330S', 1), ('iAssist Line', 2)]",8990,63.62,-37.8207406,144.9785753,5,8604.12,Spring,False,0.8287,one star when the company sent it to me it was defective,False
ORD182866,ID0145245938,2019-06-25,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('iAssist Line', 2), ('Olivia x460', 2)]",10220,66.53,-37.8167395,144.9602506,5,9775.53,Winter,False,0.8435,cool not bad,True
ORD251161,ID0373655653,2019-10-21,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2)]",20350,109.18,-37.812911,144.9282021,0,20459.18,Spring,True,1.6594,so far its a good phone this is my first smartphone and so far its been a great one. i like that it includes gorilla glass to prevent scratches. although it does come with a fair amount of unneeded apps that are google related.,True
ORD050764,ID0370750708,2019-01-26,Bakers,"[('Toshika 750', 1), ('iStream', 1)]",4470,56.72,-37.8132289,144.9883151,0,4526.72,Summer,False,0.7068,bad product this phone lasted less than 6 months. completely came apart and became unusable. money wasted.,False
ORD383750,ID5448707282,2019-11-18,Thompson,"[('Olivia x460', 1), ('Alcon 10', 2), ('pearTV', 1)]",25435,107.14,-37.8217376,144.9367746,15,21726.89,Spring,True,1.3556,my phone good product for the price but too small for my taste,True
ORD229284,ID0651992824,2019-09-10,Thompson,"[('Olivia x460', 1), ('iStream', 1), ('Candle Inferno', 1), ('Thunder line', 2)]",6165,84.75,-37.7999286,144.9605564,5,5941.5,Spring,False,1.8493,amazing condition phone in amazing condition and a screen protector attached 👍🏼👍🏼,True
ORD046676,ID0356448987,2019-07-27,Bakers,"[('Universe Note', 2), ('Thunder line', 2), ('Candle Inferno', 1), ('Alcon 10', 1)]",20640,78.24,-37.80694310000001,144.9860394,15,17622.24,Winter,True,0.877,"just getting use to using the thunder. used it for shopping lists, listening to music and as a timer. working great so far.",True
ORD428429,ID1426013259,2019-02-26,Nickolson,"[('iStream', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('Candle Inferno', 2)]",6835,74.86,-37.8200687,144.9651511,5,6568.11,Summer,True,0.4202,"for the price, you should be able to use as a speaker when talking on the phone. i had to use my daughter's beats pill for this function, therefore it's not worth all the hype.",False
ORD374919,ID1224821942,2019-01-21,Thompson,"[('Thunder line', 2), ('Universe Note', 1), ('pearTV', 1), ('Candle Inferno', 2)]",14980,76.45,-37.8124141,144.9385708,15,12809.45,Summer,True,0.7479,don’t work don’t unlocked phone,False
ORD388161,ID0076459536,2019-03-27,Thompson,"[('Alcon 10', 2), ('iStream', 2)]",18200,87.04,-37.791144,144.9368632,25,13737.04,Autumn,True,2.5592,"this device is great for the price! i use it for my daughter and after having seeing the ads on digico, i thought this would perfect for her.",True
ORD091411,ID0594172803,2019-02-22,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Universe Note', 2), ('Candle Inferno', 1)]",16090,70.1,-37.8159561,144.9663331,25,12137.6,Summer,False,0.4079,battery life is great i love my phone. still learning. have not face reg. or finger print,True
ORD152014,ID0277125478,2019-07-02,Thompson,"[('Olivia x460', 2), ('iStream', 1), ('pearTV', 1)]",8910,75.91,-37.81357,144.9410259,5,8540.41,Winter,True,0.5407,"flagship phone best windows phone from verizon, by far. big beautiful screen, camera with stunning photos, and the coolest os ever. i brag about this phone regularly. totally worth the penny price!!",True
ORD052187,ID0579478404,2019-10-29,Thompson,"[('Thunder line', 2), ('Toshika 750', 2)]",13000,81.15,-37.8208638,144.954207,5,12431.15,Spring,False,1.1069,"make sure your aware that it can only be used with prepaid card i found out the hard way, that you can not activate the phone with carrier, only use with buying of prepaid cards only. on all prepaid phone from verizon.",True
ORD464768,ID0129291065,2019-08-28,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 1)]",3455,60.37,-37.8052737,144.9953084,5,3342.62,Winter,True,0.5257, ,False
ORD147686,ID2398935859,2019-09-03,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",19770,73.47,-37.8094828,144.9431614,15,16877.97,Spring,False,0.4942,got this as a gift for my mother and she's satisfied,True
ORD386543,ID2180785592,2019-09-18,Nickolson,"[('iStream', 2), ('iAssist Line', 1), ('Toshika 750', 2)]",11165,57.82,-37.8143597,144.9702034,0,11222.82,Spring,False,0.4749,"imei is already in use, be careful the phone just arrived very exciting, tried to change my sim card to the device's imei but am told it's in use. are these phones stolen? this is supposed to be brand new. very disappointing! should be zero stars.",False
ORD235921,ID0267350557,2019-08-21,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 2)]",11400,75.89,-37.8240335,144.9737726,25,8625.89,Winter,True,0.7101,great product very good,True
ORD265227,ID6167344602,2019-12-30,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 1)]",5545,96.2,-37.8101199,144.9698246,10,5086.7,Summer,True,0.9437,"great phone shipped fast, great price,awesome phone",True
ORD451919,ID1404223615,2019-04-26,Bakers,"[('Candle Inferno', 1), ('iStream', 1), ('Olivia x460', 1)]",1805,79.54,-37.8026418,144.99387280000005,10,1704.04,Autumn,True,0.8273,does it all for less 15 yr old happy with his purchase,True
ORD407131,ID0368389510,2019-02-11,Nickolson,"[('Olivia x460', 1), ('pearTV', 1)]",7535,102.71,-37.8013908,144.97061230000003,5,7260.96,Summer,True,1.9174,todo perfecto todo increíble! :),True
ORD120561,ID0733342432,2019-11-27,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1)]",2085,85.42,-37.8010036,144.9628949,25,1649.17,Spring,False,1.9039,good deal good phone. no problems after a few weeks. great value,True
ORD150346,ID0846546205,2019-10-22,Nickolson,"[('iStream', 1), ('pearTV', 1), ('Candle Inferno', 2)]",7320,69.67,-37.8199577,144.9684242,0,7389.67,Spring,False,0.1812,fast and functional phone excellent fast and very efficient phone camera sometimes distorted can not fix it and i had to sell but to rest well,True
ORD464812,ID2143829914,2019-03-12,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('pearTV', 2)]",34880,53.46,-37.8031525,144.9357431,25,26213.46,Autumn,False,1.4544,"i’m very unhappy with this infernostick, every time we change programs or channels within a program there is a very long delay. we have 2 roku’s that work just fine and are very quick.",False
ORD499696,ID0781154916,2019-01-07,Thompson,"[('Lucent 330S', 1), ('iStream', 1)]",1380,98.29,-37.8015772,144.9427227,5,1409.29,Summer,True,1.293,"excellent olivia universe note 5 este olivia universe note 5, esta trabajando muy bien, excelente, el precio fue bastante barato, lo recomiendo a este vendedor o compañía",True
ORD432578,ID0343337610,2019-08-16,Nickolson,"[('iStream', 2), ('Toshika 750', 1)]",4620,74.38,-37.7991639,144.96774380000005,15,4001.38,Winter,False,2.1688,great phone love this phone. best selfie pics ever. battery life is amazing.,True
ORD292835,ID0767661779,2019-08-26,Nickolson,"[('pearTV', 1), ('Alcon 10', 1), ('Candle Inferno', 1)]",15690,79.26,-37.8081652,144.9729806,0,15769.26,Winter,True,1.1996,bought 2 of these tablets for my kids. they love them and easy to use.,True
ORD173213,ID0333901582,2019-02-20,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540,100.06,-37.801844,144.9813581,25,20005.06,Summer,True,1.5207,good device it was a good purchase and the device is as described,True
ORD276933,ID0577516814,2019-05-28,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",25820,39.57,-37.8243276,144.97310990000003,25,19404.57,Autumn,True,0.7107,"perfect phone for a great price!!! perfect phone for me, competes with alcon x and the new olivia universes for a much cheaper price. a good phone in general",True
ORD366153,ID0575429675,2019-04-02,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",8960,82.18,-37.8188263,144.9843814,5,8594.18,Autumn,True,1.3044,good price and quality great phone at great price. i am a senior citizen and not great with technology so i am still learning how to navigate. but i am very pleased so far.,True
ORD247498,ID0331415256,2019-09-21,Bakers,"[('Thunder line', 2), ('iAssist Line', 2)]",8810,90.71,-37.8197075,145.0036809,5,8460.21,Spring,True,1.3118,"pink line in olivia universe s7 edge the olivia universe s7 edge has a pink line that appears running down the screen, it is a common problem and olivia doesn't t take responsability",False
