order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD186629,ID1277988775,2019-05-26,Bakers,"[('iAssist Line', 1), ('Toshika 750', 1), ('Olivia x460', 1)]",7770.0,65.79,-37.8135788,145.0107023,0,7835.79,Autumn,True,1.4178,didn't work. sent it back. this phone was a refurb and didn't work. i had to send it back and was only partially reimbursed for shipping. i advise against purchasing this.,0.0
ORD486770,ID0409550968,2019-03-31,Bakers,"[('pearTV', 1), ('iAssist Line', 1)]",8535.0,78.93,-37.7994049,144.9999215,0,8613.93,Autumn,True,1.249,"this candle is the right size for travel, yet large enough to read. love all the features and price!",
ORD136769,ID2325395491,2019-05-10,Thompson,"[('Universe Note', 1), ('Thunder line', 2), ('iStream', 2)]",8110.0,51.59,-37.8085074,144.9593706,5,7756.09,Autumn,False,1.1771,died in 43 days. bought this august 15 2018 it stopped working sept 28 2018. will not turn on.,0.0
ORD183360,ID0377544391,2019-04-09,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Olivia x460', 2), ('Toshika 750', 1)]",11990.0,64.88,-37.8155841,144.94527659999997,25,9057.38,Autumn,False,0.3603,great product... beautiful phone..fast delivery..my wife loves it....,1.0
ORD437090,ID4336550012,2019-01-05,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2), ('pearTV', 2), ('iStream', 1)]",17080.0,83.42,-37.7984477,144.9590122,0,17163.42,Summer,False,1.9003,great upgrade from candle inferno. reasonably priced for product.,
ORD327112,ID0440051909,2019-06-27,,"[('Universe Note', 1), ('pearTV', 1)]",9760.0,64.94,-37.81962,144.99436819999997,0,9824.94,Winter,False,,"great battery life. love the camera, great photos.",1.0
ORD436780,ID3208518271,2019-07-07,,"[('iStream', 2), ('Universe Note', 1), ('Toshika 750', 2)]",12390.0,57.51,-37.8004531,144.97149330000005,25,9350.01,Winter,False,2.0267,worth it for the price low battery life,0.0
ORD120044,ID4655129037,2019-07-14,Thompson,"[('iStream', 1), ('Toshika 750', 1)]",4470.0,63.36,-37.8089475,144.9487102,10,4086.36,Winter,False,0.4391,very nice this is the second one i ordered because i had such good luck with my first on and i really glad i bought it.,1.0
ORD425191,ID2204643308,2019-04-30,Bakers,"[('Olivia x460', 2), ('Lucent 330S', 1)]",3680.0,83.15,-37.7990439,144.97833459999995,25,2843.15,Autumn,True,1.9223,"top notch amazing, one of the best products i've ever bought period",1.0
ORD090612,ID0145249644,2019-01-18,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270.0,,-37.81548770000001,144.9604594,5,12684.3,Summer,True,0.8711,worst purshase i ever made worst experience ever! i purchased this phone & i can't activate it because the previous owner has a past due balance!!!,0.0
ORD135262,ID0283059126,2019-07-06,Bakers,"[('pearTV', 2), ('iStream', 2), ('Universe Note', 2), ('Alcon 10', 2)]",37720.0,68.38,-37.7990794,145.00120049999995,0,37788.38,Winter,False,1.3238,"awesome 👍 this is just what our daughter needs, being in college and all the phone has awesome features",1.0
ORD033128,ID0591317307,2019-10-16,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2)]",8810.0,81.31,-37.8250986,144.95690290000005,15,7569.81,Spring,False,1.327,i like it i like it,1.0
ORD122391,ID0780992436,2019-05-13,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220.0,79.57,-37.8054558,144.9522831,10,4777.57,Autumn,True,0.9251,"this phone is excellent for me this phone is excellent for me, it's working 100% in méxico, and i'm happy about the price and the specs, it's enough for me an i think also for my wife so i'll bought another.",1.0
ORD147971,ID3365775178,2019-07-29,Thompson,"[('Universe Note', 2), ('Toshika 750', 2), ('pearTV', 1)]",21850.0,76.98,-37.82028820000001,144.9419831,15,18649.48,Winter,True,0.9584,"bought this for my son(12), and he loves it. constantly on it. got a great price during the holidays. completely satisfied.",1.0
ORD290303,ID0746912606,2019-10-06,Nickolson,"[('iStream', 2), ('Alcon 10', 2)]",18200.0,92.04,-37.8246322,144.98466480000005,5,17382.04,Spring,True,1.4892,"had to return it this phone was advertised as sprint compatible, but two trips (an hour each way) to the sprint store with no success. the tech said it was a dud, with no connectivity.",0.0
ORD307616,ID0364869016,2019-01-24,Nickolson,"[('pearTV', 1), ('iStream', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",13280.0,100.37,-37.8044436,144.97633340000004,15,11388.37,Summer,True,1.6844,five stars great phone!!,1.0
ORD448755,ID0746921972,2019-07-03,Nickolson,"[('pearTV', 2), ('Toshika 750', 2)]",21260.0,69.58,-37.8241628,144.9850543,10,19203.58,Winter,False,1.4975,four stars everything good so far.,1.0
ORD282541,ID0245802899,2019-01-01,,"[('Universe Note', 2), ('Lucent 330S', 2), ('Alcon 10', 1), ('iAssist Line', 2)]",22760.0,101.12,-37.8006883,144.9608807,25,17171.12,Summer,True,,excellent excellent,1.0
ORD319451,ID1492169340,2019-11-18,Thompson,"[('iAssist Line', 2), ('iStream', 1), ('Lucent 330S', 1), ('Candle Inferno', 1)]",,109.55,-37.8018107,144.96364230000003,5,,Spring,True,1.8939,best phone love the phone and a lot of space for apps,1.0
ORD185166,ID2005895269,2019-01-26,Nickolson,"[('Universe Note', 1), ('Thunder line', 2), ('Candle Inferno', 2)]",8670.0,82.61,-37.8034006,144.96572969999997,0,8752.61,Summer,False,1.7245,phone is good to have i liked the phone overall price was decent and its a good phone,1.0
ORD461774,ID4315295090,2019-07-20,,"[('iStream', 2), ('pearTV', 2), ('Candle Inferno', 1)]",13350.0,75.82,-37.8172782,144.9910334,0,13425.82,Winter,True,0.8908,great phone the fingerprint scanner is not as good as i was hoping. i had issues scanning my fingers back in after i did a system update. everything else about this phone is great,1.0
ORD410413,ID2189156621,2019-12-16,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 1), ('Thunder line', 2)]",7445.0,58.61,-37.8185913,144.9596726,0,7503.61,Summer,False,0.8687,i will never buy it again ever i will never ever ever ever buy it again worest cellphone ever own😭😭😭😭😭😭😭😭😭😭😭😭😭,0.0
ORD164004,ID2207661068,2019-10-15,Thompson,"[('Thunder line', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",7810.0,79.0,-37.8018155,144.945695,0,7889.0,Spring,False,1.2147,"the seller did resolve my issue with satisfaction and i now have a working phone at a good word of advice, ask to verify the imei before purchase. the seller did resolve my issue with satisfaction and i now have a working phone at a good price",1.0
ORD472868,ID0092149927,2019-12-20,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",15720.0,,-37.8229519,144.9549258,15,13460.16,Summer,True,1.3366,affordable-phone very good,1.0
ORD409673,ID4735909080,2019-04-10,Thompson,"[('Candle Inferno', 1), ('iStream', 1), ('pearTV', 2), ('Thunder line', 1)]",15380.0,62.89,-37.8042599,144.9495596,0,15442.89,Autumn,True,0.9618,it was not originally posted as prepaid or virgin mobile ... it was not originally posted as prepaid or virgin mobile. my husband was unable to get it unlocked and he threw away the box. so we have an expensive paper weight.,0.0
ORD271081,ID1982439988,2019-01-25,Bakers,"[('iStream', 1), ('Lucent 330S', 1), ('Universe Note', 2), ('iAssist Line', 2)]",12730.0,,-37.8151528,145.0060579,25,9623.18,Summer,False,1.1117,cool device well i must say it cool for the amount bought,1.0
ORD058590,ID0589759812,2019-12-20,Thompson,"[('iAssist Line', 1), ('pearTV', 2), ('Thunder line', 2)]",19205.0,97.14,-37.8221859,144.9498976,15,16421.39,Summer,True,1.0877,great product! the most use friendly phone. i bought this for my mother who generally gets very frustrated with the newer 'smartphones ' and she was very happy with this one. it's a no gimmick phone great for making and receiving calls.,1.0
ORD342857,ID2020813887,2019-04-23,Thompson,"[('pearTV', 2), ('Thunder line', 1), ('iAssist Line', 1)]",17025.0,,-37.809935,144.9584805,15,14521.48,Autumn,False,1.0489,compre desde el dia 23 y aun no llega realice la compra el dia 23 y aun no lo he recibido...,0.0
ORD311145,ID2272185765,2019-04-16,Bakers,"[('Alcon 10', 1), ('Olivia x460', 1), ('Universe Note', 2)]",17075.0,,-37.8244443,145.0154211,10,15438.92,Autumn,False,2.3956,"working great 1 month in it's been a month now and it is working great, without a hitch. slightly better than my old s6.",1.0
ORD179910,ID0746912540,2019-04-23,Nickolson,"[('iStream', 1), ('Universe Note', 2)]",7050.0,81.45,-37.8255347,144.9827832,10,6426.45,Autumn,True,1.3966,"exactly as described, works great! works perfectly and it's exactly as discribed! i've been using it for almost 2 months and still like new! really recommended!",1.0
ORD248677,ID4952477288,2019-02-12,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",9200.0,,-37.8092978,144.95452749999995,0,9273.29,Summer,False,0.7559,"xp phone fan i have been a xp phone fan since i got my first cell phone. which was a xp. i was thrilled when they finally introduced there smartphone. i am still learning all the things i can do with my phone, but for now i am enjoying the process.",1.0
ORD264085,ID0385165474,2019-07-14,,"[('Universe Note', 2), ('Alcon 10', 1), ('Candle Inferno', 2)]",16710.0,81.67,-37.8002207,144.9820441,25,12614.17,Winter,True,1.5904,grandma says... awesome camera capability; features that are perfect for this grandma. i love it!,1.0
ORD144516,ID0711331420,2019-05-12,Thompson,"[('iStream', 2), ('Thunder line', 2), ('Candle Inferno', 1)]",5090.0,65.89,-37.8071537,144.9564681,10,4646.89,Autumn,False,1.03,great streaming device,
ORD440406,ID0233562064,2019-05-19,Nickolson,"[('Universe Note', 1), ('Alcon 10', 2), ('iStream', 2)]",21650.0,68.01,-37.8033334,144.9760114,0,21718.01,Autumn,False,1.7914,price** the same identical phone is selling at walmart for $19.88!! the phone works great. used to replace broken at&t phone.,1.0
ORD208047,ID0441587780,2019-07-16,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",12400.0,50.05,-37.8146256,144.9382538,5,11830.05,Winter,False,0.8051,sim card issues. the phone seems fantastic when it chooses to recognize my sim card but so far the cell i received from them i have had to remove and reinsert my son card at least two times a day sometimes more often and is very frustrating.,0.0
ORD452092,ID5556316744,2019-02-04,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2), ('pearTV', 1), ('Candle Inferno', 2)]",29390.0,75.49,-37.8066063,144.9378524,10,26526.49,Summer,False,1.055,"five stars this phone was in great condition, just as described. we have had no problems with it.",1.0
ORD052798,ID3132499902,2019-10-12,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685.0,,-37.8153033,144.9631225,0,3769.33,Spring,True,0.6737,dont purchase it my phone screen keep blinking after about 3 weeks of using it i wouldn't recommend anyone for this product...i'm sending it back...,0.0
ORD492157,ID0052450475,2019-06-20,Thompson,"[('Candle Inferno', 1), ('Thunder line', 2), ('pearTV', 1)]",11100.0,73.1,-37.7901033,144.9372857,5,10618.1,Winter,True,2.6557,the phone stopped charging after 6 months! i bought this phone for my mother. it stopped charging after six months.,0.0
ORD045261,ID0560997287,2019-03-26,Thompson,"[('iStream', 2), ('Toshika 750', 2), ('Lucent 330S', 2), ('Olivia x460', 1)]",12625.0,66.35,-37.81042,144.93598569999997,0,12691.35,Autumn,False,1.0065,xiomi make my friend happy amazing phone my friend is very happy and love it,1.0
ORD105221,ID6282174090,2019-08-06,Nickolson,"[('Toshika 750', 2), ('Universe Note', 2)]",15540.0,79.34,-37.8233277,144.97807859999998,10,14065.34,Winter,True,0.9164,love love love wonderful phone. enjoying it very much,1.0
ORD103570,ID4110789025,2019-10-24,Bakers,"[('Thunder line', 1), ('pearTV', 1)]",8490.0,69.93,-37.8101648,144.9964801,15,7286.43,Spring,False,0.1114,four stars every thing works good except text messaging.,1.0
ORD146684,ID1985557960,2019-02-14,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 1)]",3680.0,77.99,-37.8070101,144.9657635,0,3757.99,Summer,False,1.3319,great tablet for my childthis tablet was just everything that i need it for my child,1.0
ORD356344,ID1691676471,2019-04-04,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685.0,66.32,-37.8073495,144.9688889,10,3382.82,Autumn,False,1.2532,dual sim. solid phone for cheap price it’s a good android phone and you could put two sims in it good phone good price,1.0
ORD262978,ID0547587095,2019-02-24,Bakers,"[('Olivia x460', 1), ('Toshika 750', 2), ('iAssist Line', 2), ('pearTV', 1)]",20625.0,89.34,-37.81350379999999,144.9902428,0,20714.34,Summer,True,0.5874,"bought to use as a trade in... got an s9+ instead. i never actually used it, but i know people who had s7 and loved it.",1.0
ORD275318,ID4442505490,2019-10-03,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 2), ('Candle Inferno', 1)]",7340.0,106.28,-37.8259745,144.95259919999995,10,6712.28,Spring,True,1.5585,good seems all good so far,1.0
ORD081360,ID0591264788,2019-05-07,Nickolson,"[('pearTV', 1), ('Olivia x460', 1), ('Alcon 10', 2)]",25435.0,64.84,-37.8238195,144.9560591,15,21684.59,Autumn,True,1.3213,"not unlocked. i purchased this cell phone and you get what you pay for except even though it was labeled as unlocked, it wasn't. had to pay 30 bucks to unlock it.",0.0
ORD150186,ID6167441067,2019-08-24,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('pearTV', 2), ('Olivia x460', 1)]",20345.0,49.44,-37.8147188,144.9635344,5,19377.19,Winter,False,0.6827,indicated that device was compatible with verizon prepaid but cannot get it to work indicated that device was compatible with verizon prepaid but cannot get it to work,0.0
ORD094036,ID0060088899,2019-01-13,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Toshika 750', 2), ('iAssist Line', 2)]",18680.0,98.91,-37.8214578,144.98387580000005,15,15976.91,Summer,True,1.2993,lovly love this phone,1.0
ORD079048,ID0575391656,2019-03-03,Nickolson,"[('Alcon 10', 1), ('Thunder line', 1), ('Universe Note', 1)]",14580.0,81.59,-37.8210436,144.9836908,10,13203.59,Autumn,True,1.2729,good product excellent device for the price,1.0
ORD177958,ID0589527696,2019-04-12,Thompson,"[('Thunder line', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",10950.0,52.27,-37.82103,144.9552698,10,9907.27,Autumn,False,1.1771,buy the note instead i don't know how it functions. i didn't even turn it on. i bought it because of the hype about how big the screen was but when i saw it was smaller than my cheap phone i sent it back.,0.0
ORD133341,ID0652430413,2019-06-08,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Toshika 750', 1), ('pearTV', 1)]",14230.0,82.39,-37.8056591,144.97672759999998,5,13600.89,Winter,True,1.5722,"great phone with a big screen the battery life on this phone is terrific, but don't really like the giant bezels on the top and bottom",1.0
ORD307737,ID2383211206,2019-02-22,Nickolson,"[('pearTV', 1), ('iAssist Line', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",22170.0,96.9,-37.8096023,144.9637885,25,16724.4,Summer,True,1.122,"good deal good phone, no problem with it. fast ship",1.0
ORD362091,ID6282174139,2019-12-29,Nickolson,"[('Thunder line', 2), ('Universe Note', 1), ('Olivia x460', 2), ('iAssist Line', 2)]",14710.0,73.64,-37.8233497,144.97654540000005,25,11106.14,Summer,False,0.8114,did not fail did not fail. easy set up. camera is amazing. keyboard large and easy to use.,1.0
ORD239167,ID6167285755,2019-03-30,Thompson,"[('Universe Note', 2), ('Alcon 10', 2)]",24800.0,64.04,-37.8130564,144.95136010000004,25,18664.04,Autumn,True,0.3798,no good phone. no good seller. trash! have had phone for abt a month now. battery is crap! won’t stay charged and takes forever to get a charge. have bot been contacted to return or replace. do not buy this seller.,0.0
ORD197861,ID5563404251,2019-01-05,Bakers,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865.0,100.93,-37.8176125,145.0108561,10,9879.43,Summer,True,1.6145,"convoy phone its just a phone have not had it long enough to make too many judgements. needed blue tooth for my hearing that was good, still as simple as i like it, i don't like a lot of bells and whistles",1.0
ORD032899,ID6167441074,2019-09-05,Nickolson,"[('Thunder line', 1), ('Olivia x460', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",15730.0,73.51,-37.8161233,144.96474809999995,10,14230.51,Spring,False,0.5041,the blue is the best looking phone in the universe. i like it so far its been like 30 days the build is awesome. very premium yet durable i think it's gorrila glass. i'm using metro by tmobile in the u. s no problems it has a few cool features big ticket flagship don't have and it's so pretty.,1.0
ORD398845,ID4360100212,2019-10-18,Bakers,"[('iAssist Line', 1), ('pearTV', 1), ('Toshika 750', 1)]",,105.06,-37.81726370000001,145.00607730000004,25,,Spring,True,1.2507,five stars excellent industrial design! pure android experience! a great android smartphone!,1.0
ORD185911,ID0283334296,2019-04-14,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('iAssist Line', 2), ('pearTV', 2)]",23880.0,68.61,-37.7991418,144.95225530000005,5,22754.61,Autumn,False,1.5738,"basic, but great for the price. the phone was mostly basic as i don't use it for gaming or need anything too advance. battery life is perfect if you only use it for youtube/social media on a work commute, etc. periodically need to manually close background apps or let the optimizer do it.",1.0
